TERITORIJA;KADASTRA_NR;IPASUMA_TIPS;DARIJUMA_SUMMA;KADASTRALA_VERTIBA;PLATIBA;DOM_SK;DOM_SAUC
Ropažu nov.;80840040416;Zemes nekustams īpašums;28000;12224;0.061;1;1
Olaines nov.;80800120335;Zemes nekustams īpašums;3440;3856;0.0903;1;1
Liepāja;17000200211;Zemes un ēkas nekustams īpašums;20000;44960;0.0916;1;1
Rīga;01000930092;Zemes nekustams īpašums;500;27056;0.1503;5928;436109
Limbažu nov.;66520030208;Zemes un ēkas nekustams īpašums;12500;3916;7.8889;1;2
Jēkabpils;56010022551;Zemes un ēkas nekustams īpašums;11000;61917;0.4006;1;1
Ķekavas nov.;80700082338;Zemes un ēkas nekustams īpašums;65000;62280;0.5948;325;1487
Babītes nov.;80480010320;Zemes un ēkas nekustams īpašums;175000;67157;0.1127;1;1
Mērsraga nov.;88780010098;Zemes un ēkas nekustams īpašums;155000;25532;0.6364;1;1
Saulkrastu nov.;80130020193;Zemes nekustams īpašums;400;125004;0.9508;17;4754
Olaines nov.;80800160224;Zemes un ēkas nekustams īpašums;3000;5700;0.0586;1;2
Jūrmala;13000161203;Zemes un ēkas nekustams īpašums;2350000;350162;0.2634;1;1
Ventspils nov.;98840100505;Zemes un ēkas nekustams īpašums;2000;2730;0.0651;1;1
Rīga;01000702454;Zemes nekustams īpašums;1821.88;298339;0.6113;435219;64141780
Rīga;01000640195;Zemes nekustams īpašums;5300;167051;0.2965;449;54339
Ķeguma nov.;74090040145;Zemes nekustams īpašums;1657;830;0.0417;1;1
Jelgavas nov.;54520031731;Zemes nekustams īpašums;1910;1910;0.067;1;1
Stopiņu nov.;80960020373;Zemes un ēkas nekustams īpašums;1000;430100;1.6609;193;63098
Rīga;01000750250;Zemes un ēkas nekustams īpašums;22000;88155;0.1406;3;10
Rīga;01001232233;Zemes un ēkas nekustams īpašums;3500;11557;0.0711;1;2
Skrīveru nov.;32820090190;Zemes nekustams īpašums;5000;3169;2.4;1;1
Olaines nov.;80800021070;Zemes un ēkas nekustams īpašums;20000;22078;0.061;1;1
Salaspils nov.;80310131157;Zemes nekustams īpašums;250;171;0.4439;1;36
Salaspils nov.;80110040004;Zemes un ēkas nekustams īpašums;150000;60269;0.0816;1;1
Rīga;01000660021;Zemes un ēkas nekustams īpašums;29000;169775;0.17;1;4
Rīga;01001142069;Zemes nekustams īpašums;200;12662;0.0845;478;25879
Mērsraga nov.;88780010052;Zemes nekustams īpašums;5000;14793;0.518;1;1
Ķekavas nov.;80070032532;Zemes un ēkas nekustams īpašums;5000;5213;0.0609;1;1
Babītes nov.;80480011062;Zemes un ēkas nekustams īpašums;138900;82296;0.16;1;2
Jūrmala;13000213107;Zemes un ēkas nekustams īpašums;13000;59869;0.1519;1;2
Talsu nov.;88680020043;Zemes un ēkas nekustams īpašums;6000;6716;7;1;2
Rīga;01000821241;Zemes nekustams īpašums;7000;18635;0.3065;1;2
Alūksnes nov.;36010345736;Zemes nekustams īpašums;36.06;11219;0.9081;41;14759
Salaspils nov.;80310070275;Zemes nekustams īpašums;1410;1493;0.0524;1;1
Jūrmala;13000042803;Zemes un ēkas nekustams īpašums;2700000;641646;0.4777;1;1
Rīga;01000720427;Zemes nekustams īpašums;1557.11;123021;1.1555;147;47014
Ventspils ;27000280053;Zemes nekustams īpašums;68.17;6783;0.1927;101;10000
Daugavpils;05000370229;Zemes nekustams īpašums;580;449;0.013;1;1
Olaines nov.;80800090059;Zemes un ēkas nekustams īpašums;17000;34603;0.1541;1;2
Valkas nov.;94880030243;Zemes un ēkas nekustams īpašums;3000;1428;0.0856;1;1
Rīga;01001212372;Zemes nekustams īpašums;500;140977;0.4308;154;13889
Engures nov.;90500080205;Zemes nekustams īpašums;361;1605;0.8328;1;1
Rīga;01000702497;Zemes nekustams īpašums;10;67157;0.1707;95;43672
Rīga;01000822548;Zemes nekustams īpašums;450;74654;0.212;5084;810057
Iecavas nov.;40640040365;Zemes nekustams īpašums;3700;769;0.4647;1;1
Beverīnas nov.;96620070406;Zemes nekustams īpašums;16000;3038;0.2351;1;1
Saulkrastu nov.;80330031652;Zemes un ēkas nekustams īpašums;4200;8628;0.064;1;1
Krāslavas nov.;60700090009;Zemes un ēkas nekustams īpašums;500;4770;0.3;1;1
Krāslavas nov.;60960080333;Zemes un ēkas nekustams īpašums;1000;1795;0.057;1;1
Rīga;01000780436;Zemes nekustams īpašums;20;21715;0.1084;121;25204
Jūrmala;13000174151;Zemes nekustams īpašums;30000;13941;0.125;1;1
Daugavpils nov.;44500020029;Zemes un ēkas nekustams īpašums;9000;7394;9.3;1;1
Baldones nov.;80250020129;Zemes nekustams īpašums;10000;3964;7.38;1;1
Dobeles nov.;46800030001;Zemes un ēkas nekustams īpašums;400000;76237;58.6;1;1
Olaines nov.;80800180731;Zemes un ēkas nekustams īpašums;13000;9023;0.0743;1;1
Rīga;01000340045;Zemes nekustams īpašums;3000;222161;0.1533;62138;10244499
Amatas nov.;42460090241;Zemes un ēkas nekustams īpašums;97500;13825;0.3471;1;1
Ikšķiles nov.;74940150240;Zemes nekustams īpašums;30000;16458;0.233;1;1
Rīga;01000702454;Zemes nekustams īpašums;1492.43;298339;0.6113;8393;1510000
Daugavpils;05000080414;Zemes nekustams īpašums;229.08;7682;0.1977;329;12050
Rīga;01001201317;Zemes un ēkas nekustams īpašums;72;144;0.0261;0;0
Jelgavas nov.;54520030984;Zemes un ēkas nekustams īpašums;1900;5160;0.0715;1;2
Rīga;01000240163;Zemes nekustams īpašums;2113;152688;0.073;5239;378604
Rīga;01000682203;Zemes un ēkas nekustams īpašums;5000;397286;0.3751;81;6599
Daugavpils;05000080121;Zemes nekustams īpašums;850;1776;0.0783;1;2
Burtnieku nov.;96900030071;Zemes nekustams īpašums;2500;884;5.57;1;2
Ķekavas nov.;80700081830;Zemes nekustams īpašums;50;35593;1.02;1;226
Rīga;01000300064;Zemes un ēkas nekustams īpašums;40000;923777;0.1295;1;24
Olaines nov.;80800021054;Zemes un ēkas nekustams īpašums;16000;10568;0.0625;1;1
Ventspils nov.;98600080082;Zemes un ēkas nekustams īpašums;2000;6272;3.7;1;2
Olaines nov.;80800020271;Zemes nekustams īpašums;3600;3456;0.054;1;1
Rīga;01000762103;Zemes nekustams īpašums;18000;12336;0.0985;9;20
Ķekavas nov.;80700080613;Zemes nekustams īpašums;10000;8416;0.13;1;1
Daugavpils nov.;44600010161;Zemes un ēkas nekustams īpašums;2710;6549;5.1;1;2
Saulkrastu nov.;80330032356;Zemes un ēkas nekustams īpašums;7500;6147;0.054;1;1
Rīga;01000680111;Zemes nekustams īpašums;300;36015;0.1808;271;6704
Daugavpils nov.;44600010161;Zemes un ēkas nekustams īpašums;2710;6549;5.1;1;2
Alūksnes nov.;36010345736;Zemes nekustams īpašums;69.49;11219;0.9081;79;14759
Alūksnes nov.;36010345736;Zemes nekustams īpašums;72.13;11219;0.9081;82;14759
Rīga;01000240115;Zemes un ēkas nekustams īpašums;47900;717661;0.0864;13;600
Garkalnes nov.;80600030052;Zemes un ēkas nekustams īpašums;101000;232937;0.2139;1;2
Rīga;01000180004;Zemes un ēkas nekustams īpašums;55000;888766;0.0831;29;10000
Olaines nov.;80090041813;Zemes un ēkas nekustams īpašums;159291.75;558714;0.5616;1;2
Varakļānu nov.;70780020006;Zemes nekustams īpašums;1808;1808;9.5;1;1
Iecavas nov.;40640030138;Zemes nekustams īpašums;20000;4541;5.5;1;1
Inčukalna nov.;80640060700;Zemes nekustams īpašums;6470;3850;0.1163;1;1
Rīga;01000820364;Zemes nekustams īpašums;500;57495;0.1757;4990;598953
Stopiņu nov.;80960020373;Zemes un ēkas nekustams īpašums;1000;430100;1.6609;97;31549
Rīga;01000712365;Zemes nekustams īpašums;3500;169788;0.3903;1335;147668
Rīga;01000180056;Zemes un ēkas nekustams īpašums;109000;1784997;0.1056;237;10000
Talsu nov.;88680020043;Zemes un ēkas nekustams īpašums;6000;6716;7;1;2
Carnikavas nov.;80520051626;Zemes nekustams īpašums;5000;8043;0.1696;1;1
Garkalnes nov.;80600030844;Zemes nekustams īpašums;25000;36;0.1813;1;1
Ventspils ;27000211063;Zemes nekustams īpašums;700;589;0.0284;1;1
Amatas nov.;42460070286;Zemes un ēkas nekustams īpašums;12000;2587;1.65;1;1
Carnikavas nov.;80520051623;Zemes nekustams īpašums;8000;9846;0.1838;1;1
Carnikavas nov.;80520051625;Zemes nekustams īpašums;8000;8454;0.1501;1;1
Daugavpils;05000190314;Zemes un ēkas nekustams īpašums;130;124;0.0042;1;1
Rīga;01000910345;Zemes nekustams īpašums;245000;241257;0.9337;1;1
Salaspils nov.;80310090184;Zemes un ēkas nekustams īpašums;8000;97002;0.5939;76;6393
Ķekavas nov.;80700180200;Zemes un ēkas nekustams īpašums;15900;10627;0.066;1;1
Carnikavas nov.;80520070891;Zemes nekustams īpašums;90000;13089;0.2374;1;1
Daugavpils;05000222140;Zemes un ēkas nekustams īpašums;9500;5856;0.06;1;1
Jūrmala;13000085501;Zemes nekustams īpašums;20971;20971;0.0896;1;1
Rīga;01000240389;Zemes nekustams īpašums;2696.83;92591;0.0925;11381;275838
Daugavpils;05000312248;Zemes un ēkas nekustams īpašums;10000;4780;0.0572;1;1
Jūrmala;13000042605;Zemes nekustams īpašums;214500;107055;0.2766;3;10
Rīga;01000522017;Zemes nekustams īpašums;6000;111522;0.3599;6120;79211
Mārupes nov.;80760060091;Zemes nekustams īpašums;24700;13857;0.27;1;1
Jelgavas nov.;54520030113;Zemes nekustams īpašums;8500;5550;0.068;1;1
Olaines nov.;80800200979;Zemes nekustams īpašums;1867;1807;0.0634;1;1
Nīcas nov.;64780190183;Zemes nekustams īpašums;10000;623;1.05;1;1
Ozolnieku nov.;54440010096;Zemes un ēkas nekustams īpašums;292860;21519;0.3607;1;1
Olaines nov.;80800200854;Zemes nekustams īpašums;1180;1904;0.0668;1;1
Rīga;01000782217;Zemes nekustams īpašums;20;97809;0.3551;121;12602
Aizkraukles nov.;32010041276;Zemes un ēkas nekustams īpašums;6000;6471;0.0606;1;1
Limbažu nov.;66760132480;Zemes un ēkas nekustams īpašums;20000;9455;0.073;1;1
Alūksnes nov.;36420140054;Zemes un ēkas nekustams īpašums;1000;881;0.1086;1;1
Olaines nov.;80800180163;Zemes un ēkas nekustams īpašums;4000;2111;0.0632;1;1
Ropažu nov.;80840180586;Zemes nekustams īpašums;16000;1105;1.05;1;1
Mārupes nov.;80760070144;Zemes un ēkas nekustams īpašums;165000;61855;0.1802;1;1
Engures nov.;90820100296;Zemes nekustams īpašums;1000;638;0.2078;1;1
Salaspils nov.;80310150492;Zemes un ēkas nekustams īpašums;9000;3516;0.121;1;1
Liepāja;17000360087;Zemes un ēkas nekustams īpašums;170000;42804;0.036;1;2
Ventspils nov.;98660030104;Zemes un ēkas nekustams īpašums;58000;8705;3.42;1;1
Ventspils ;27000200821;Zemes un ēkas nekustams īpašums;4100;4055;0.0615;1;1
Olaines nov.;80800220425;Zemes un ēkas nekustams īpašums;4000;3593;0.063;1;1
Rīga;01000782109;Zemes un ēkas nekustams īpašums;50000;58760;0.1293;1;2
Rīga;01000822483;Zemes nekustams īpašums;19000;26242;0.2353;1;1
Lielvārdes nov.;74130020499;Zemes un ēkas nekustams īpašums;287;108842;0.608;175;23437
Saulkrastu nov.;80330032428;Zemes un ēkas nekustams īpašums;2000;6682;0.0531;1;2
Rīga;01000990212;Zemes nekustams īpašums;29026.58;37201;0.1278;1;1
Olaines nov.;80800160094;Zemes un ēkas nekustams īpašums;12000;11504;0.07;1;1
Olaines nov.;80800060330;Zemes nekustams īpašums;53000;12940;0.0727;1;1
Grobiņas nov.;64760020300;Zemes un ēkas nekustams īpašums;3000;2559;0.064;1;1
Rīga;01000300082;Zemes un ēkas nekustams īpašums;500000;558158;0.1432;1;2
Babītes nov.;80480031467;Zemes nekustams īpašums;81900;5161;0.1037;1;1
Daugavpils;05000152010;Zemes un ēkas nekustams īpašums;2150;4278;0.0657;1;2
Daugavpils;05000044822;Zemes un ēkas nekustams īpašums;1550;2741;0.0655;1;2
Daugavpils;05000091401;Zemes nekustams īpašums;121.95;8659;0.2567;116;8331
Rīga;01000110050;Zemes nekustams īpašums;170000;177182;0.2162;1;1
Ikšķiles nov.;74940150626;Zemes nekustams īpašums;17000;5890;0.148;1;1
Ogres nov.;74010050735;Zemes un ēkas nekustams īpašums;7000;2331;0.0468;1;1
Limbažu nov.;66880110113;Zemes nekustams īpašums;3950;2724;4.7;1;1
Babītes nov.;80480020057;Zemes nekustams īpašums;63000;20063;0.121;1;1
Saulkrastu nov.;80330040265;Zemes un ēkas nekustams īpašums;26000;25497;0.112;1;1
Jūrmala;13000083509;Zemes un ēkas nekustams īpašums;250100;549882;0.1975;81;1975
Garkalnes nov.;80600111198;Zemes nekustams īpašums;560;1994;0.056;1;1
Rīga;01001211169;Zemes un ēkas nekustams īpašums;2000;1003024;2.5305;88;49771
Carnikavas nov.;80520050898;Zemes nekustams īpašums;2500;10607;0.082;1;2
Grobiņas nov.;64760020303;Zemes un ēkas nekustams īpašums;4000;2927;0.0573;1;1
Jūrmala;13000220111;Zemes nekustams īpašums;463.66;4160;0.5919;598;5919
Aglonas nov.;76420040348;Zemes un ēkas nekustams īpašums;1000;2348;7.1;1;2
Ventspils nov.;98660240637;Zemes nekustams īpašums;1600;1266;0.0636;1;1
Ventspils ;27000320099;Zemes nekustams īpašums;4110;1564;0.0686;;
Jūrmala;13000071401;Zemes nekustams īpašums;600000;145098;0.2428;3;4
Sējas nov.;80920070095;Zemes un ēkas nekustams īpašums;28997.7;20968;0.146;1;1
Olaines nov.;80800160700;Zemes un ēkas nekustams īpašums;6000;5837;0.0584;1;1
Rīga;01000930403;Zemes un ēkas nekustams īpašums;1000;14407;0.06;0;0
Ādažu nov.;80440020277;Zemes un ēkas nekustams īpašums;442000;177254;2.352;1;1
Olaines nov.;80800020293;Zemes nekustams īpašums;5000;3584;0.056;1;1
Rīga;01001030187;Zemes nekustams īpašums;1000;33164;0.1982;4389;282523
Rīga;01000190111;Zemes un ēkas nekustams īpašums;340000;1456876;0.1032;340274;4490175
Rīga;01000600087;Zemes un ēkas nekustams īpašums;2000;166460;0.3703;188;14465
Krāslavas nov.;60010010204;Zemes un ēkas nekustams īpašums;3600;3582;0.0377;1;1
Jūrmala;13000210803;Zemes un ēkas nekustams īpašums;14000;67002;0.3521;85;1000
Engures nov.;90500051101;Zemes nekustams īpašums;10000;4955;0.289;1;1
Babītes nov.;80480080175;Zemes un ēkas nekustams īpašums;250000;87290;0.137;1;1
Daugavpils;05000340406;Zemes nekustams īpašums;383.33;2115;0.06;1;6
Salaspils nov.;80310130905;Zemes nekustams īpašums;11700;4659;0.124;1;1
Rīga;01000190049;Zemes un ēkas nekustams īpašums;85000;2853761;0.2748;103;6007
Salaspils nov.;80310130159;Zemes un ēkas nekustams īpašums;6000;9159;0.0696;1;1
Rīga;01000220021;Zemes nekustams īpašums;12000;211655;0.081;201;3202
Rīga;01000710114;Zemes nekustams īpašums;50;1062736;2.3941;67;77941
Stopiņu nov.;80960020213;Zemes nekustams īpašums;5000;54;0.0517;1;1
Rīga;01001201436;Zemes nekustams īpašums;180000;11168;0.1797;1;1
Ventspils nov.;98500030119;Zemes un ēkas nekustams īpašums;10000;11147;0.45;1;2
Jelgava;09000180642;Zemes nekustams īpašums;4268.62;7281;0.1024;1;1
Grobiņas nov.;64760021216;Zemes un ēkas nekustams īpašums;4000;3529;0.0616;1;1
Saulkrastu nov.;80330020775;Zemes un ēkas nekustams īpašums;1;12343;0.058;1;1
Olaines nov.;80090042006;Zemes un ēkas nekustams īpašums;60000;62669;0.2688;1;1
Rīga;01000802316;Zemes nekustams īpašums;4.06;3064;0.5571;673;507555
Mārupes nov.;80760010048;Zemes un ēkas nekustams īpašums;700;48352;0.4878;222;17659
Ikšķiles nov.;74940150339;Zemes nekustams īpašums;20000;11920;0.1977;1;1
Babītes nov.;80480030573;Zemes un ēkas nekustams īpašums;135145.88;100664;0.21;1;2
Mārupes nov.;80760071819;Zemes nekustams īpašums;71000;17136;0.2028;1;1
Daugavpils;05000071409;Zemes un ēkas nekustams īpašums;54000;189607;0.5911;1;1
Rīga;01000820944;Zemes nekustams īpašums;120000;66367;0.1657;1;2
Jelgavas nov.;54820010515;Zemes nekustams īpašums;1800;1753;0.0615;1;1
Rīga;01000340078;Zemes un ēkas nekustams īpašums;65000;247776;0.1478;6;131
Rīga;01001214029;Zemes nekustams īpašums;1900;130118;0.378;8;2155
Grobiņas nov.;64090050185;Zemes nekustams īpašums;16000;9914;0.1934;1;1
Rīga;01000660021;Zemes un ēkas nekustams īpašums;30000;169775;0.17;1;4
Olaines nov.;80800030602;Zemes nekustams īpašums;500;185;0.48;1;18
Olaines nov.;80090083503;Zemes nekustams īpašums;2600;5168;0.12;1;2
Jelgava;09000320024;Zemes un ēkas nekustams īpašums;34400;12064;0.06;1;1
Rīga;01000250103;Zemes un ēkas nekustams īpašums;18000;255281;0.2066;1;48
Jēkabpils;56010025124;Zemes nekustams īpašums;4000;4970;0.1164;1;2
Rīga;01000100145;Zemes nekustams īpašums;3350;3169171;0.9875;274;286257
Rīga;01001202660;Zemes nekustams īpašums;5000;56223;0.2645;1;2
Babītes nov.;80480031461;Zemes nekustams īpašums;72900;5695;0.0801;1;1
Durbes nov.;64880060113;Zemes nekustams īpašums;931.66;763;1.56;1;3
Carnikavas nov.;80520041072;Zemes nekustams īpašums;27000;5636;0.15;1;1
Rīga;01000642063;Zemes nekustams īpašums;1000;29201;0.2036;164;5637
Sējas nov.;80920070588;Zemes nekustams īpašums;2.3;4;0.006;1;3
Alūksnes nov.;36010345736;Zemes nekustams īpašums;36.06;11219;0.9081;41;14759
Jūrmala;13000093213;Zemes un ēkas nekustams īpašums;630000;50904;0.0959;1;1
Olaines nov.;80800200165;Zemes nekustams īpašums;2000;1701;0.0597;1;1
Rīga;01000260114;Zemes un ēkas nekustams īpašums;75000;3122718;0.3929;51;4000
Carnikavas nov.;80520041056;Zemes nekustams īpašums;39640;7236;0.1982;1;1
Rīga;01000642103;Zemes nekustams īpašums;40000;106611;0.4209;553;37958
Daugavpils nov.;44640040013;Zemes nekustams īpašums;400;384;0.67;1;1
Liepāja;17000350099;Zemes nekustams īpašums;642.17;6213;0.0364;13;83
Ķekavas nov.;80700110289;Zemes nekustams īpašums;3500;7078;0.2518;1;2
Ķekavas nov.;80070011064;Zemes nekustams īpašums;1500;61801;1.59;471;7775
Daugavpils nov.;44860060089;Zemes nekustams īpašums;3000;235;2.7;1;1
Jūrmala;13000220112;Zemes nekustams īpašums;138.6;244182;37.7932;2277;1889660
Olaines nov.;80800230392;Zemes un ēkas nekustams īpašums;3000;3866;0.0629;1;1
Rīga;01000702454;Zemes nekustams īpašums;1705.63;298339;0.6113;1199;188750
Salaspils nov.;80310150367;Zemes nekustams īpašums;10400;3210;0.0858;1;1
Salaspils nov.;80310131144;Zemes nekustams īpašums;2500;2333;0.171;1;1
Mārupes nov.;80760073106;Zemes nekustams īpašums;55000;11137;0.1423;1;1
Rīga;01001172049;Zemes nekustams īpašums;100;107466;0.3493;4987;292655
Carnikavas nov.;80520040585;Zemes nekustams īpašums;6500;7756;0.0786;1;1
Daugavpils nov.;44680070061;Zemes un ēkas nekustams īpašums;1013;1072;0.0532;1;1
Daugavpils nov.;44880070041;Zemes un ēkas nekustams īpašums;35000;1791;1.7;1;1
Garkalnes nov.;80600040198;Zemes un ēkas nekustams īpašums;91000;84693;0.1606;1;2
Rīga;01000240128;Zemes nekustams īpašums;1620.21;158470;0.075;773;75606
Salaspils nov.;80110041617;Zemes un ēkas nekustams īpašums;1100;765266;2.7846;191;120497
Baldones nov.;80250020267;Zemes nekustams īpašums;5000;6738;0.5093;1;1
Jūrmala;13000121202;Zemes un ēkas nekustams īpašums;16170;427279;0.3323;0;0
Daugavpils;05000092701;Zemes nekustams īpašums;102.86;8980;0.2662;191;15389
Olaines nov.;80800020670;Zemes un ēkas nekustams īpašums;10000;3520;0.055;1;1
Jūrmala;13000220110;Zemes nekustams īpašums;349.12;3728;0.5304;179;2652
Rucavas nov.;64840150205;Zemes nekustams īpašums;17000;1978;0.5332;1;2
Olaines nov.;80800120323;Zemes nekustams īpašums;4500;2468;0.0578;1;1
Salaspils nov.;80310130204;Zemes un ēkas nekustams īpašums;1250;6947;0.0783;1;2
Rīga;01001254165;Zemes un ēkas nekustams īpašums;18000;21291;0.0784;1;1
Ventspils ;27000280053;Zemes nekustams īpašums;122.11;6783;0.1927;9;500
Olaines nov.;80800160666;Zemes un ēkas nekustams īpašums;6000;2370;0.0582;1;1
Ventspils ;27000280053;Zemes nekustams īpašums;153.77;6783;0.1927;227;10000
Salaspils nov.;80310090184;Zemes un ēkas nekustams īpašums;8000;97002;0.5939;227;19179
Ventspils nov.;98660080724;Zemes nekustams īpašums;250;1180;0.0593;1;1
Rīga;01000800794;Zemes un ēkas nekustams īpašums;2000;524487;1.3327;59;25359
Mērsraga nov.;88780030372;Zemes un ēkas nekustams īpašums;49000;27509;1.7481;1;2
Ādažu nov.;80440050739;Zemes nekustams īpašums;1000;5976;0.12;1;1
Priekules nov.;64980010118;Zemes un ēkas nekustams īpašums;3557.18;4411;1.15;1;1
Jūrmala;13000174150;Zemes nekustams īpašums;10000;11593;0.1029;1;1
Ventspils ;27000280053;Zemes nekustams īpašums;95;6783;0.1927;7;500
Olaines nov.;80800150126;Zemes nekustams īpašums;8000;3801;0.056;1;1
Rīga;01000670387;Zemes un ēkas nekustams īpašums;70200;40496;0.0978;1;1
Daugavpils nov.;44680060017;Zemes un ēkas nekustams īpašums;2000;1196;0.0911;1;1
Rīga;01000892000;Zemes un ēkas nekustams īpašums;25500;1729130;0.365;9;2537
Ilūkstes nov.;44070040110;Zemes nekustams īpašums;700;881;0.1279;1;2
Grobiņas nov.;64760020972;Zemes un ēkas nekustams īpašums;16000;13716;0.061;1;1
Ventspils nov.;98600080082;Zemes un ēkas nekustams īpašums;2000;6272;3.7;1;2
Olaines nov.;80800170426;Zemes un ēkas nekustams īpašums;18000;7471;0.06;1;1
Auces nov.;46050070707;Zemes un ēkas nekustams īpašums;8400;10526;0.0925;1;1
Krāslavas nov.;60010021455;Zemes un ēkas nekustams īpašums;3000;4004;0.128;1;1
Sējas nov.;80920010673;Zemes nekustams īpašums;4000;1032;0.0635;1;1
Saulkrastu nov.;80330021533;Zemes un ēkas nekustams īpašums;10500;11894;0.059;1;1
Carnikavas nov.;80520041058;Zemes nekustams īpašums;35800;10309;0.179;1;1
Ventspils ;27000280053;Zemes nekustams īpašums;144.92;6783;0.1927;107;5000
Rēzeknes nov.;78960050384;Zemes nekustams īpašums;2000;603;0.0603;1;1
Rīga;01000100145;Zemes nekustams īpašums;6600;3169171;0.9875;180;95419
Jūrmala;13000160602;Zemes un ēkas nekustams īpašums;265000;1377409;0.3259;353;5000
Ogres nov.;74010060796;Zemes nekustams īpašums;200;119;0.1031;1;108
Rīga;01000992295;Zemes nekustams īpašums;25000;47163;0.0513;1;2
Rīga;01000990501;Zemes nekustams īpašums;10000;7967;0.0286;1;2
Ventspils ;27000111827;Zemes nekustams īpašums;5500;9061;0.1061;1;1
Baldones nov.;80050015721;Zemes un ēkas nekustams īpašums;15500;5124;0.12;1;1
Rīga;01000760007;Zemes nekustams īpašums;32000;33910;0.2383;9;10
Ludzas nov.;68600010388;Zemes nekustams īpašums;329;329;0.47;1;1
Rīga;01000892000;Zemes un ēkas nekustams īpašums;25500;1729130;0.365;9;2537
Limbažu nov.;66520030175;Zemes un ēkas nekustams īpašums;12500;1674;0.1627;1;2
Dundagas nov.;88620050016;Zemes nekustams īpašums;12500;363;3.6;1;2
Jūrmala;13000094804;Zemes nekustams īpašums;300000;226802;0.0972;71;243
Mārupes nov.;80760060256;Zemes nekustams īpašums;40000;19671;0.3001;1;1
Daugavpils;05000092701;Zemes nekustams īpašums;98.55;8980;0.2662;183;15389
Daugavpils;05000094501;Zemes nekustams īpašums;250;8743;0.2625;137;8533
Ozolnieku nov.;54440080258;Zemes nekustams īpašums;7500;7267;0.244;1;1
Daugavpils;05000170103;Zemes nekustams īpašums;500;52;0.0185;1;1
Daugavpils;05000020717;Zemes nekustams īpašums;1233.33;2385;0.0798;1;3
Rīga;01001020069;Zemes un ēkas nekustams īpašums;40000;40774;0.1624;1;1
Daugavpils;05000093401;Zemes nekustams īpašums;166.83;2620;0.0797;346;6067
Mārupes nov.;80760080407;Zemes nekustams īpašums;942500;984816;0.5;1;2
Rīga;01000760007;Zemes nekustams īpašums;5000;33910;0.2383;1;10
Olaines nov.;80800020734;Zemes nekustams īpašums;4000;2542;0.062;1;1
Ventspils ;27000111817;Zemes nekustams īpašums;6000;11845;0.1387;1;1
Jūrmala;13000148701;Zemes un ēkas nekustams īpašums;80000;64187;0.1001;1;1
Jūrmala;13000102909;Zemes un ēkas nekustams īpašums;2000;111378;0.2388;369;20000
Daugavpils;05000091601;Zemes nekustams īpašums;484.35;12166;0.4221;245;8887
Rīga;01000150004;Zemes nekustams īpašums;100;73834;0.2185;3;437
Rīga;01000480164;Zemes nekustams īpašums;2106.94;1212455;6.4238;56;78343
Ķekavas nov.;80070033522;Zemes un ēkas nekustams īpašums;8500;10990;0.0621;1;1
Daugavpils;05000222188;Zemes un ēkas nekustams īpašums;5000;4211;0.0596;1;1
Daugavpils;05000093302;Zemes nekustams īpašums;165.86;5341;0.1867;22;955
Salaspils nov.;80310130417;Zemes nekustams īpašums;5000;3003;0.0603;1;1
Līgatnes nov.;42620040412;Zemes un ēkas nekustams īpašums;4000;5001;0.1865;1;1
Mārupes nov.;80760032299;Zemes nekustams īpašums;78000;25614;0.2;1;1
Mārupes nov.;80760060270;Zemes nekustams īpašums;14650;12768;0.24;1;2
Rīga;01000782032;Zemes nekustams īpašums;15730;465267;1.6552;142;45547
Rīga;01001256890;Zemes nekustams īpašums;19700;3443;0.0752;1;1
Ciblas nov.;68480040022;Zemes un ēkas nekustams īpašums;1940;5579;0.29;1;1
Carnikavas nov.;80520050466;Zemes nekustams īpašums;7000;6056;0.1502;9;10
Rīga;01000240388;Zemes nekustams īpašums;5491.1;262109;0.2924;7489;283762
Olaines nov.;80800160432;Zemes nekustams īpašums;20000;11772;0.0667;1;1
Stopiņu nov.;80960020373;Zemes un ēkas nekustams īpašums;3000;430100;1.6609;173;63098
Olaines nov.;80800030603;Zemes nekustams īpašums;500;52;0.1342;1;18
Mārupes nov.;80760072036;Zemes nekustams īpašums;16404.3;189698;1.07;739;77995
Rīga;01000912226;Zemes un ēkas nekustams īpašums;70000;62720;0.2955;1;1
Mārupes nov.;80760030063;Zemes nekustams īpašums;8000;15034;0.2208;1;2
Daugavpils nov.;44880090099;Zemes un ēkas nekustams īpašums;5300;8087;14.3;1;1
Ventspils nov.;98700040106;Zemes un ēkas nekustams īpašums;10000;10421;0.2857;1;1
Rīga;01000240387;Zemes nekustams īpašums;2748.76;215862;0.2627;4086;277429
Ventspils ;27000252430;Zemes un ēkas nekustams īpašums;18000;18602;0.0635;1;1
Pāvilostas nov.;64860150096;Zemes un ēkas nekustams īpašums;1000;988;0.06;1;2
Rīga;01001222108;Zemes nekustams īpašums;300;1472509;5.2465;79;50000
Daugavpils;05000081917;Zemes nekustams īpašums;1025;3618;0.1037;1;4
Rīga;01000730420;Zemes un ēkas nekustams īpašums;35000;85384;0.1559;19;50
Rīga;01000100145;Zemes nekustams īpašums;50000;3169171;0.9875;2611;286257
Daugavpils;05000094201;Zemes nekustams īpašums;221.6;18678;0.701;377;38353
Rīga;01001102065;Zemes nekustams īpašums;34000;65286;0.4893;535;43852
Salaspils nov.;80310130191;Zemes nekustams īpašums;18700;13901;0.0838;1;1
